1.0991,1045.03,1298.09,0.458571,56.2529,215.826,1688.12,525.554
1.0991,1158.99,1237.88,0.416724,62.6425,215.826,1688.25,525.554
1.0991,1366.05,1197.74,0.388826,74.9151,215.826,1688.52,525.554
1.0991,2056.24,1197.74,0.388826,77.2904,215.826,1689.75,525.554
1.0991,3577.88,1197.74,0.388826,102.89,215.826,1692.97,525.554
2.15116,1045.03,1257.95,1.01859,56.2529,199.224,1688.47,525.554
2.15116,1158.99,1217.81,0.952607,62.6425,199.224,1688.6,525.554
2.15116,1366.05,1177.67,0.886626,74.9151,199.224,1688.87,525.554
2.15116,2056.24,1177.67,0.886626,77.2904,199.224,1690.1,525.554
2.15116,3577.88,1177.67,0.886626,102.89,199.224,1693.32,525.554
1.58716,1045.03,1097.39,2.16757,56.2529,132.816,1689.31,525.554
1.58716,1158.99,1097.39,2.16757,62.6425,132.816,1689.44,525.554
1.58716,1366.05,1097.39,2.16757,74.9151,132.816,1689.71,525.554
1.58716,2056.24,1097.39,2.16757,77.2904,132.816,1690.94,525.554
1.58716,3577.88,1097.39,2.16757,102.89,132.816,1694.16,525.554
0.264816,1045.03,936.826,1.04193,56.2529,0,1690.72,525.554
0.264816,1158.99,936.826,1.04193,62.6425,0,1690.85,525.554
0.264816,1366.05,936.826,1.04193,74.9151,0,1691.12,525.554
0.264816,2056.24,936.826,1.04193,77.2904,0,1692.35,525.554
0.264816,3577.88,936.826,1.04193,102.89,0,1695.57,525.554
0.386055,1045.03,936.826,2.39733,56.2529,0,1693.66,525.554
0.386055,1158.99,936.826,2.39733,62.6425,0,1693.79,525.554
0.386055,1366.05,936.826,2.39733,74.9151,0,1694.06,525.554
0.386055,2056.24,936.826,2.39733,77.2904,0,1695.29,525.554
0.386055,3577.88,936.826,2.39733,102.89,0,1698.51,525.554
