1.25062,13.1173,2399.51,1.14207,0.722618,217.901,1683.19,607.884,4924.72, ,0.790458,13.1173,2319.23,1.13333,0.722618,118.289,1683.19,607.884,4744.35, ,0.790458,13.1173,2319.23,1.13333,0.722618,118.289,1683.19,607.884,4744.35
1.25062,27.5991,1799.85,0.807294,1.51516,217.901,1683.37,607.884,4340.17, ,0.790458,27.5991,1719.57,0.798557,1.51516,118.289,1683.37,607.884,4159.81, ,0.790458,27.5991,1719.57,0.798557,1.51516,118.289,1683.37,607.884,4159.81
1.25062,29.0924,1478.73,0.584111,4.35192,217.901,1683.79,607.884,4023.58, ,0.483682,29.0924,1358.3,0.547477,4.35192,51.8812,1683.79,607.884,3736.33, ,0.483682,29.0924,1358.13,0.547477,4.3511,51.8812,1683.79,607.884,3736.16
1.25062,34.0312,1298.09,0.458571,3.21699,217.901,1684.49,607.884,3847.33, ,0.406988,34.0312,1097.39,0.366141,3.21699,35.2792,1684.49,607.884,3463.06, ,0.406988,34.0312,1089.84,0.366141,3.19065,35.2792,1684.49,607.884,3455.49
1.25062,49.6115,1237.88,0.416724,7.40184,217.901,1685.96,607.884,3808.31, ,0.2536,49.6115,1057.25,0.463733,7.40184,2.07525,1685.96,607.884,3410.9, ,0.2536,49.6115,968.602,0.463733,6.69,2.07525,1685.96,607.884,3321.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.46997,13.1173,1620.04,0.886626,0.948078,201.299,1683.54,607.884,4130.18, ,1.50178,13.1173,1539.76,0.850944,0.948078,101.687,1683.54,607.884,3949.28, ,1.50178,13.1173,1532.21,0.850944,0.942834,101.687,1683.54,607.884,3941.73
2.46997,27.5991,1603.65,1.15055,1.95145,201.299,1683.71,607.884,4129.72, ,1.50178,27.5991,1523.37,1.11487,1.95145,101.687,1683.71,607.884,3948.82, ,1.50178,27.5991,1523.2,1.11487,1.95117,101.687,1683.71,607.884,3948.65
2.46997,29.0924,1418.52,1.28251,4.35192,201.299,1684.13,607.884,3949.03, ,0.856311,29.0924,1298.09,1.18085,4.35192,35.2792,1684.13,607.884,3660.87, ,0.856311,29.0924,1297.92,1.18085,4.3511,35.2792,1684.13,607.884,3660.7
2.46997,34.0312,1257.95,1.01859,3.21699,201.299,1684.84,607.884,3792.71, ,0.856311,34.0312,1077.32,0.817953,3.21699,35.2792,1684.84,607.884,3444.24, ,0.856311,34.0312,1069.77,0.817953,3.19065,35.2792,1684.84,607.884,3436.67
2.46997,49.6115,1217.81,0.952607,7.40184,201.299,1686.31,607.884,3773.74, ,0.533579,49.6115,1057.25,1.04171,7.40184,2.07525,1686.31,607.884,3412.1, ,0.533579,49.6115,968.602,1.04171,6.69,2.07525,1686.31,607.884,3322.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.92322,13.1173,1156.37,2.16757,0.681625,134.891,1684.38,607.884,3601.42, ,1.24284,13.1173,1116.23,2.03456,0.681625,68.4832,1684.38,607.884,3494.05, ,1.24284,13.1173,1108.68,2.03456,0.676381,68.4832,1684.38,607.884,3486.5
1.92322,27.5991,1156.37,2.16757,1.61212,134.891,1684.55,607.884,3617, ,1.24284,27.5991,1116.23,2.03456,1.61212,68.4832,1684.55,607.884,3509.64, ,1.24284,27.5991,1108.68,2.03456,1.59971,68.4832,1684.55,607.884,3502.08
1.92322,29.0924,1156.37,2.16757,4.63039,134.891,1684.97,607.884,3621.93, ,0.562448,29.0924,1076.09,1.84505,4.63039,2.07525,1684.97,607.884,3407.15, ,0.562448,29.0924,1039.05,1.84505,4.45553,2.07525,1684.97,607.884,3369.94
1.92322,34.0312,1097.39,2.16757,3.21699,134.891,1685.68,607.884,3567.18, ,0.562448,34.0312,956.896,1.56078,3.21699,2.07525,1685.68,607.884,3291.91, ,0.562448,34.0312,860.877,1.56078,2.88188,2.07525,1685.68,607.884,3195.55
1.92322,49.6115,1097.39,2.16757,7.40184,134.891,1687.15,607.884,3588.42, ,0.562448,49.6115,956.896,1.56078,7.40184,2.07525,1687.15,607.884,3313.14, ,0.562448,49.6115,839.987,1.99573,5.97956,2.07525,1687.15,607.884,3195.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.657932,13.1173,936.826,1.04193,0.640632,2.07525,1685.79,607.884,3248.03, ,0.657932,13.1173,936.826,1.04193,0.640632,2.07525,1685.79,607.884,3248.03, ,0.657932,13.1173,929.28,1.04193,0.635388,2.07525,1685.79,607.884,3240.48
0.657932,27.5991,936.826,1.04193,1.51516,2.07525,1685.96,607.884,3263.56, ,0.657932,27.5991,936.826,1.04193,1.51516,2.07525,1685.96,607.884,3263.56, ,0.657932,27.5991,929.28,1.04193,1.50276,2.07525,1685.96,607.884,3256
0.657932,29.0924,936.826,1.04193,4.35192,2.07525,1686.38,607.884,3268.31, ,0.657932,29.0924,936.826,1.04193,4.35192,2.07525,1686.38,607.884,3268.31, ,0.657932,29.0924,899.789,1.04193,4.17706,2.07525,1686.38,607.884,3231.1
0.657932,34.0312,936.826,1.04193,3.21699,2.07525,1687.09,607.884,3272.82, ,0.657932,34.0312,936.826,1.04193,3.21699,2.07525,1687.09,607.884,3272.82, ,0.657932,34.0312,840.806,1.04193,2.88188,2.07525,1687.09,607.884,3176.47
0.657932,49.6115,936.826,1.04193,7.40184,2.07525,1688.56,607.884,3294.06, ,0.657932,49.6115,936.826,1.04193,7.40184,2.07525,1688.56,607.884,3294.06, ,0.657932,49.6115,730.214,1.04193,5.74275,2.07525,1688.56,607.884,3085.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959149,13.1173,936.826,2.39733,0.640632,2.07525,1688.73,607.884,3252.63, ,0.959149,13.1173,936.826,2.39733,0.640632,2.07525,1688.73,607.884,3252.63, ,0.959149,13.1173,929.28,2.39733,0.635388,2.07525,1688.73,607.884,3245.08
0.959149,27.5991,936.826,2.39733,1.51516,2.07525,1688.9,607.884,3268.16, ,0.959149,27.5991,936.826,2.39733,1.51516,2.07525,1688.9,607.884,3268.16, ,0.959149,27.5991,929.28,2.39733,1.50276,2.07525,1688.9,607.884,3260.6
0.959149,29.0924,936.826,2.39733,4.35192,2.07525,1689.32,607.884,3272.91, ,0.959149,29.0924,936.826,2.39733,4.35192,2.07525,1689.32,607.884,3272.91, ,0.959149,29.0924,899.789,2.39733,4.17706,2.07525,1689.32,607.884,3235.7
0.959149,34.0312,936.826,2.39733,3.21699,2.07525,1690.03,607.884,3277.42, ,0.959149,34.0312,936.826,2.39733,3.21699,2.07525,1690.03,607.884,3277.42, ,0.959149,34.0312,840.806,2.39733,2.88188,2.07525,1690.03,607.884,3181.06
0.959149,49.6115,936.826,2.39733,7.40184,2.07525,1691.5,607.884,3298.65, ,0.959149,49.6115,936.826,2.39733,7.40184,2.07525,1691.5,607.884,3298.65, ,0.959149,49.6115,730.214,2.39733,5.74275,2.07525,1691.5,607.884,3090.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085.79
